state,traditional_method,se.traditional_method,year,country,pred,pred_upper,pred_lower
Africa:Senegal:Sédhiou,,,2011,,0.0120975040584648,0.0220635109601065,0.0070296322216781
Africa:Senegal:Sédhiou,0.025472981960688,0.0133879847187322,2012,Senegal,0.0129743380544089,0.0233225146506534,0.0079837705830809
Africa:Senegal:Sédhiou,,,2013,,0.0130218940785657,0.0247043169330328,0.0077406602705344
Africa:Senegal:Sédhiou,0.0,0.0,2014,Senegal,0.013111108205875,0.0242754776192862,0.0079617156881009
Africa:Senegal:Sédhiou,0.0,0.0,2015,Senegal,0.0126555301284318,0.0233667506904326,0.0075154340629837
Africa:Senegal:Sédhiou,0.0,0.0,2016,Senegal,0.0127102434158645,0.0237009638981066,0.007596492072872
Africa:Senegal:Sédhiou,0.007676174541451,0.0079330088389867,2017,Senegal,0.012046083986311,0.0217829903487437,0.0071301733311915
Africa:Senegal:Sédhiou,0.0138374858662637,0.0128370614684199,2018,Senegal,0.0133310120926269,0.0247661102324253,0.0080426287060066
Africa:Senegal:Sédhiou,0.0,0.0,2019,Senegal,0.0140818158686498,0.0276667234186704,0.0081943993212612
Africa:Senegal:Sédhiou,,,2020,,0.0140085578688465,0.0317110805802384,0.0073711293784433
Africa:Senegal:Sédhiou,,,2021,,0.0139735272546114,0.0354600640342978,0.0066849425391416
Africa:Senegal:Sédhiou,,,2022,,0.0139498608234514,0.0390243764382656,0.0061112342440124
Africa:Senegal:Sédhiou,,,2023,,0.0139304247975854,0.0424629250555292,0.0056279666866915
Africa:Senegal:Sédhiou,,,2024,,0.0139172332099122,0.0459229248722114,0.0052169648429957
Africa:Senegal:Sédhiou,,,2025,,0.0139068482153285,0.0493415771263471,0.0048517038057819
Africa:Senegal:Tambacounda,,,1990,,0.0248300350909857,0.0724394359931297,0.0111063882670717
Africa:Senegal:Tambacounda,,,1991,,0.0249922772845684,0.0659200604967623,0.0118918112658891
Africa:Senegal:Tambacounda,,,1992,,0.0252096308329098,0.0589853028000523,0.0127427038569867
Africa:Senegal:Tambacounda,0.0,0.0,1993,Senegal,0.0255905848050366,0.0514653159887653,0.0135869979602329
Africa:Senegal:Tambacounda,,,1994,,0.0231676129587142,0.0517039613635627,0.0122014789614866
Africa:Senegal:Tambacounda,,,1995,,0.0211881131543943,0.0502383778947516,0.0107877832954451
Africa:Senegal:Tambacounda,,,1996,,0.0194755071698369,0.0477226659565113,0.0095000691745504
Africa:Senegal:Tambacounda,,,1997,,0.0179594831121466,0.0445599888482778,0.0083755701384736
Africa:Senegal:Tambacounda,,,1998,,0.0165993471365829,0.0410027650937908,0.0074312131508482
Africa:Senegal:Tambacounda,,,1999,,0.0153622751846712,0.0372032272188367,0.0066543091428159
Africa:Senegal:Tambacounda,,,2000,,0.0142241404462184,0.0333575966074906,0.0060159760508084
Africa:Senegal:Tambacounda,,,2001,,0.0131668411788303,0.0295263293977311,0.0055102922952886
Africa:Senegal:Tambacounda,,,2002,,0.0121740430361199,0.025843962278349,0.0051170140860998
Africa:Senegal:Tambacounda,,,2003,,0.0112302832473842,0.0224660993285043,0.0048320222532317
Africa:Senegal:Tambacounda,,,2004,,0.0103149480084912,0.0195590126120298,0.0046745935426861
Africa:Senegal:Tambacounda,0.00843331591515,0.0081538177758438,2005,Senegal,0.0093786465738681,0.0171535952242092,0.0047133874532143
Africa:Senegal:Tambacounda,,,2006,,0.0095918842879993,0.0177523834243527,0.0044857391351332
Africa:Senegal:Tambacounda,,,2007,,0.0097344142322835,0.0181594365367833,0.0044970915567564
Africa:Senegal:Tambacounda,,,2008,,0.0098443203171481,0.0182331182041229,0.0046837622705251
Africa:Senegal:Tambacounda,,,2009,,0.0099300389657902,0.0178643933526912,0.0050663203808222
Africa:Senegal:Tambacounda,0.0,0.0,2010,Senegal,0.0099775480142986,0.0169424098811095,0.0057678354909351
Africa:Senegal:Tambacounda,,,2011,,0.0107150269882524,0.0188851863575913,0.0061693960829059
Africa:Senegal:Tambacounda,0.0167928059502889,0.0152215826491674,2012,Senegal,0.0114648891527844,0.0200842730116117,0.0070224719255439
Africa:Senegal:Tambacounda,,,2013,,0.0115223148233631,0.0209250448532063,0.0069070515905629
Africa:Senegal:Tambacounda,0.0199399144780404,0.0116572998091841,2014,Senegal,0.0116116912550006,0.0200704679578136,0.0072318747866527
Africa:Senegal:Tambacounda,0.0,0.0,2015,Senegal,0.0112159758269751,0.019413993764345,0.0067883200058589
Africa:Senegal:Tambacounda,0.0,0.0,2016,Senegal,0.0112605211176246,0.0197394887552921,0.0068599839872869
Africa:Senegal:Tambacounda,0.0,0.0,2017,Senegal,0.0106768536636297,0.0182063100340471,0.0063924555628569
Africa:Senegal:Tambacounda,0.0,0.0,2018,Senegal,0.0117869917841007,0.0209920604575592,0.0071822442108626
Africa:Senegal:Tambacounda,0.0,0.0,2019,Senegal,0.0124267911882288,0.0237322830961819,0.0072912969803328
Africa:Senegal:Tambacounda,,,2020,,0.0123719212224445,0.0273282841337632,0.0065174727275524
Africa:Senegal:Tambacounda,,,2021,,0.012347208989238,0.0305939808991885,0.0058932389153461
Africa:Senegal:Tambacounda,,,2022,,0.0123314957776217,0.0336881377782342,0.0053795690874723
Africa:Senegal:Tambacounda,,,2023,,0.012319006343212,0.0367514451756885,0.0049489385813165
Africa:Senegal:Tambacounda,,,2024,,0.0123115267184547,0.0397654745431463,0.0045825272384958
Africa:Senegal:Tambacounda,,,2025,,0.0123042270717134,0.0427654931039514,0.004262425107944
Africa:Senegal:Thiès,,,1990,,0.0215044787787396,0.0580394220405763,0.0099439759857867
Africa:Senegal:Thiès,,,1991,,0.0216383537614099,0.0523376379333626,0.0107435816418
Africa:Senegal:Thiès,,,1992,,0.0218274914533955,0.0462108088521441,0.0116319904418377
Africa:Senegal:Thiès,0.0283018867924528,0.0145502285323041,1993,Senegal,0.0221934549762225,0.0392105568785237,0.0125639547492055
Africa:Senegal:Thiès,,,1994,,0.0200876744687194,0.0404200829405106,0.0110706410763595
Africa:Senegal:Thiès,,,1995,,0.0184064997990002,0.0397636179310076,0.009621947964217
Africa:Senegal:Thiès,,,1996,,0.0169527222006645,0.0380605387578632,0.008346327844666
Africa:Senegal:Thiès,,,1997,,0.0156606635435547,0.0357124487104997,0.0072885670240325
Africa:Senegal:Thiès,,,1998,,0.0144902510363393,0.0329745086342148,0.0064099050935152
Africa:Senegal:Thiès,,,1999,,0.0134167107494516,0.0299765049190415,0.0056980881496656
Africa:Senegal:Thiès,,,2000,,0.012419691033354,0.0268765928280877,0.0051255139789757
Africa:Senegal:Thiès,,,2001,,0.0114842991140382,0.0238197967705805,0.0046715041097396
Africa:Senegal:Thiès,,,2002,,0.0105993739494132,0.0209622331575873,0.0043200512400458
Africa:Senegal:Thiès,,,2003,,0.0097472861766723,0.0183670940775242,0.0040659082014177
Africa:Senegal:Thiès,,,2004,,0.0089101784005343,0.0161160768672769,0.0039215472666183
Africa:Senegal:Thiès,0.0069332195962854,0.0066153323099589,2005,Senegal,0.0080557134387627,0.0143744374530182,0.0039453134126319
Africa:Senegal:Thiès,,,2006,,0.0082614852559756,0.014762705275433,0.0037349568796382
Africa:Senegal:Thiès,,,2007,,0.0084026040663727,0.0150621025364734,0.0037343239528704
Africa:Senegal:Thiès,,,2008,,0.00851093533869,0.0151227268541825,0.0038838563859071
Africa:Senegal:Thiès,,,2009,,0.0085906711903952,0.0147867687420325,0.0041917108486923
Africa:Senegal:Thiès,0.0,0.0,2010,Senegal,0.0086343078838734,0.0140503437248117,0.0047538488078606
Africa:Senegal:Thiès,,,2011,,0.0093095894198762,0.0155581045107204,0.0050822637998863
Africa:Senegal:Thiès,0.0,0.0,2012,Senegal,0.0099702856664444,0.0165530424411949,0.0057850518982934
Africa:Senegal:Thiès,,,2013,,0.0100210101944159,0.0171837402580158,0.0057242038775722
Africa:Senegal:Thiès,0.0,0.0,2014,Senegal,0.0100859912115414,0.0163698420647399,0.0060265111636106
Africa:Senegal:Thiès,0.0066993489709741,0.0065885416540242,2015,Senegal,0.009738804891034,0.0154467558696351,0.0057779391055639
Africa:Senegal:Thiès,0.016132968310006,0.0095559015706491,2016,Senegal,0.0097783259616602,0.0153517093449249,0.0059657151677566
Africa:Senegal:Thiès,0.0049404157295946,0.0034345532047099,2017,Senegal,0.0092486823461856,0.0142488171115598,0.0055523825973308
Africa:Senegal:Thiès,0.0,0.0,2018,Senegal,0.0102334964802222,0.0165360389917258,0.0061763118248485
Africa:Senegal:Thiès,0.0043508616793758,0.0045770922507248,2019,Senegal,0.0107790243825749,0.0189357376270148,0.0062600495301948
Africa:Senegal:Thiès,,,2020,,0.010740969231546,0.022059518795787,0.0055635185986173
Africa:Senegal:Thiès,,,2021,,0.0107250810510288,0.0248650846225732,0.0050143656978772
Africa:Senegal:Thiès,,,2022,,0.0107154011713204,0.0275300997569405,0.0045668802367744
Africa:Senegal:Thiès,,,2023,,0.0107083982918484,0.0301409329160612,0.0041971472020798
Africa:Senegal:Thiès,,,2024,,0.0107038669550609,0.0327319301859792,0.0038789322787055
Africa:Senegal:Thiès,,,2025,,0.0106996605374093,0.0353179022915542,0.0036040704659679
Africa:Senegal:Ziguinchor,,,1990,,0.0279642171410057,0.0815492620614023,0.0123184934203896
Africa:Senegal:Ziguinchor,,,1991,,0.028159798121467,0.0741581216223567,0.0131261091616053
Africa:Senegal:Ziguinchor,,,1992,,0.028414339362811,0.0663343783697082,0.0139727893301954
Africa:Senegal:Ziguinchor,0.0512820512820512,0.0382196144803515,1993,Senegal,0.0288418416208736,0.0579824601693697,0.0147984746175969
Africa:Senegal:Ziguinchor,,,1994,,0.0261045963047736,0.0581427351122298,0.0134142304254608
Africa:Senegal:Ziguinchor,,,1995,,0.0238504428922332,0.0565182925540034,0.0119699775007747
Africa:Senegal:Ziguinchor,,,1996,,0.0218926445791142,0.0537251579440589,0.0106187204436328
Africa:Senegal:Ziguinchor,,,1997,,0.020159995338464,0.0501545317159852,0.0094062455220743
Africa:Senegal:Ziguinchor,,,1998,,0.0186065158983404,0.0461391540229067,0.0083621943896728
Africa:Senegal:Ziguinchor,,,1999,,0.0171982483371622,0.0418697553712241,0.0074940057483396
Africa:Senegal:Ziguinchor,,,2000,,0.0159090688119465,0.0374681121856596,0.0067795146169248
Africa:Senegal:Ziguinchor,,,2001,,0.0147188949403136,0.0331320565979428,0.0062099817319566
Africa:Senegal:Ziguinchor,,,2002,,0.0136078016917078,0.0290052617688931,0.0057715567353566
Africa:Senegal:Ziguinchor,,,2003,,0.0125587684481775,0.0251596071253697,0.0054553874146493
Africa:Senegal:Ziguinchor,,,2004,,0.0115508203578463,0.0218407247290666,0.0052802785321825
Africa:Senegal:Ziguinchor,0.0111225204252363,0.0073980491296358,2005,Senegal,0.0105303775464274,0.0190501351548183,0.0053224355691148
Africa:Senegal:Ziguinchor,,,2006,,0.0107486692710482,0.0197380715086274,0.0050754857843926
Africa:Senegal:Ziguinchor,,,2007,,0.0108939688389795,0.0201822797079441,0.0050938303230107
Africa:Senegal:Ziguinchor,,,2008,,0.0110088790354031,0.0202478401497873,0.0053123438959112
Africa:Senegal:Ziguinchor,,,2009,,0.0111004745750232,0.019814170201878,0.005754657733418
Africa:Senegal:Ziguinchor,0.0065196785559861,0.0043871886389329,2010,Senegal,0.0111578017075107,0.0187491230796118,0.0065615942911218
Africa:Senegal:Ziguinchor,,,2011,,0.0119737617244869,0.0210006479196712,0.0069857110860098
Africa:Senegal:Ziguinchor,0.0111495473462829,0.0102859459820623,2012,Senegal,0.012827080227111,0.0224586513328955,0.0079025728639719
Africa:Senegal:Ziguinchor,,,2013,,0.0128851837715667,0.0236417868450643,0.0077121442337976
Africa:Senegal:Ziguinchor,0.0127756048483597,0.0128472657469356,2014,Senegal,0.012984428020688,0.022949915258361,0.0079874474402734
Africa:Senegal:Ziguinchor,0.0085479249822742,0.0085253900745468,2015,Senegal,0.0125430960155348,0.0219430123611084,0.0075682479172879
Africa:Senegal:Ziguinchor,0.0,0.0,2016,Senegal,0.0126027593851392,0.0222696478355015,0.0076440017942612
Africa:Senegal:Ziguinchor,0.0050660533626165,0.005063394417206,2017,Senegal,0.0119520230495172,0.020352370107898,0.0071807282702126
Africa:Senegal:Ziguinchor,0.0,0.0,2018,Senegal,0.0132215362911414,0.0232896811060073,0.0081144796639215
Africa:Senegal:Ziguinchor,0.0286655789741535,0.0147359718411487,2019,Senegal,0.0139770994647392,0.0257816955450078,0.0083522784676231
Africa:Senegal:Ziguinchor,,,2020,,0.0138872109922357,0.0299305103322564,0.0074854955157505
Africa:Senegal:Ziguinchor,,,2021,,0.0138442097508526,0.0336784026319748,0.0067728895525782
Africa:Senegal:Ziguinchor,,,2022,,0.013813763292284,0.0372524754557583,0.0061764801189668
Africa:Senegal:Ziguinchor,,,2023,,0.0137935208054646,0.0406860674410517,0.0056774926726007
Africa:Senegal:Ziguinchor,,,2024,,0.0137758857975096,0.044120370586565,0.0052567496797743
Africa:Senegal:Ziguinchor,,,2025,,0.0137628011972857,0.0475311182673662,0.0048807077858987
Africa:Senegal:Kédougou,,,1990,,0.0242342155905991,0.0753177073534122,0.0100471948349821
Africa:Senegal:Kédougou,,,1991,,0.0243722647722253,0.0689936019334308,0.0107439110659481
Africa:Senegal:Kédougou,,,1992,,0.0245561266715577,0.0624200854481859,0.0115095616591747
Africa:Senegal:Kédougou,0.5,0.0,1993,Senegal,0.0248825580736665,0.0557258838703426,0.012280423793121
Africa:Senegal:Kédougou,,,1994,,0.022573123117329,0.0550556639691137,0.010947754335317
Africa:Senegal:Kédougou,,,1995,,0.0206698760966058,0.0531614872237274,0.0096424744767832
Africa:Senegal:Kédougou,,,1996,,0.0190106124662569,0.0503240769295829,0.0084855910740285
Africa:Senegal:Kédougou,,,1997,,0.0175352816090037,0.0469160548384933,0.0075077192533928
Africa:Senegal:Kédougou,,,1998,,0.0162068881633922,0.0431529575806736,0.0066800417465729
Africa:Senegal:Kédougou,,,1999,,0.0149946992711968,0.0392435180864782,0.0059999048023774
Africa:Senegal:Kédougou,,,2000,,0.0138789018631555,0.0352696311043378,0.0054372446901666
Africa:Senegal:Kédougou,,,2001,,0.0128423841169452,0.031374805810893,0.0049824543978393
Africa:Senegal:Kédougou,,,2002,,0.0118703534522111,0.0276824925157349,0.0046244218613498
Africa:Senegal:Kédougou,,,2003,,0.0109483458361546,0.0242709061778352,0.004357677672963
Africa:Senegal:Kédougou,,,2004,,0.010058079138654,0.0212367804667143,0.0041934728296209
Africa:Senegal:Kédougou,0.0,0.0,2005,Senegal,0.0091600084169712,0.0187158211601698,0.0041831959818546
Africa:Senegal:Kédougou,,,2006,,0.0093559134661154,0.019267076758079,0.0040118344101479
Africa:Senegal:Kédougou,,,2007,,0.0094932639139466,0.0196689460316929,0.0040288960004129
Africa:Senegal:Kédougou,,,2008,,0.00960265285786,0.0197253658495059,0.0041871469003363
Africa:Senegal:Kédougou,,,2009,,0.0096922597785863,0.01935411449824,0.0045007616292851
Africa:Senegal:Kédougou,0.0127151759754189,0.0124935797165834,2010,Senegal,0.0097533185066916,0.0185063127354182,0.005053203678645
Africa:Senegal:Kédougou,,,2011,,0.0104734467640943,0.0206054209175513,0.0053609079174338
Africa:Senegal:Kédougou,0.0,0.0,2012,Senegal,0.0112091542318915,0.0221035768898514,0.006001685444136
Africa:Senegal:Kédougou,,,2013,,0.0112561507871634,0.0229904239283177,0.0059106277651305
Africa:Senegal:Kédougou,0.0,0.0,2014,Senegal,0.0113351537037502,0.022443544207444,0.006136544289107
Africa:Senegal:Kédougou,0.0,0.0,2015,Senegal,0.0109492977025366,0.0215961592590987,0.0058164536524296
Africa:Senegal:Kédougou,0.0,0.0,2016,Senegal,0.0109904621959036,0.0218804088520343,0.0059055401573819
Africa:Senegal:Kédougou,0.0,0.0,2017,Senegal,0.0104199687184861,0.0202636035712313,0.0055342607878509
Africa:Senegal:Kédougou,0.0,0.0,2018,Senegal,0.0115102447807017,0.0230957912060494,0.0061965418748769
Africa:Senegal:Kédougou,0.0,0.0,2019,Senegal,0.0121382610053427,0.0256687903578514,0.0063375989263527
Africa:Senegal:Kédougou,,,2020,,0.0120848190522817,0.0289998183530374,0.0057429683483785
Africa:Senegal:Kédougou,,,2021,,0.0120620591045461,0.0321236585473912,0.0052508022359999
Africa:Senegal:Kédougou,,,2022,,0.0120475453449155,0.0351938694274928,0.0048373927267304
Africa:Senegal:Kédougou,,,2023,,0.0120374741910099,0.0382140636573183,0.0044849436013813
Africa:Senegal:Kédougou,,,2024,,0.0120292198694788,0.041180660312276,0.0041760439543376
Africa:Senegal:Kédougou,,,2025,,0.012023814272996,0.0441968102872454,0.0039035709422821
Africa:Senegal:Kolda,,,1990,,0.0279519373587337,0.0817221003097924,0.0124138735737176
Africa:Senegal:Kolda,,,1991,,0.0281432483988563,0.0743973003315583,0.0132313178857299
Africa:Senegal:Kolda,,,1992,,0.02839454925821,0.0666132660116004,0.0141048845737867
Africa:Senegal:Kolda,0.0869565217391304,0.0565916272698618,1993,Senegal,0.0288119739770793,0.0582504484593847,0.0149448233698265
Africa:Senegal:Kolda,,,1994,,0.0260737377489897,0.0584933518331701,0.0135371444040624
Africa:Senegal:Kolda,,,1995,,0.0238145526306182,0.0568512281999599,0.0120744793860077
Africa:Senegal:Kolda,,,1996,,0.0218541104567043,0.0540192619927134,0.0106970399984542
Africa:Senegal:Kolda,,,1997,,0.0201187074872143,0.0504653942096334,0.0094601748284504
Africa:Senegal:Kolda,,,1998,,0.0185654726586794,0.0464621304640757,0.008399817138969
Africa:Senegal:Kolda,,,1999,,0.0171574834965076,0.0422507061212646,0.0075174620062816
Africa:Senegal:Kolda,,,2000,,0.0158680592583962,0.037888683071536,0.0068044749748006
Africa:Senegal:Kolda,,,2001,,0.0146761851001733,0.0335940898983026,0.0062273362442922
Africa:Senegal:Kolda,,,2002,,0.013564164426345,0.0294729872517954,0.0057816550266568
Africa:Senegal:Kolda,,,2003,,0.012514310294783,0.0256512166786594,0.0054633151853671
Africa:Senegal:Kolda,,,2004,,0.0115080935327408,0.0223903674865209,0.0052842013694327
Africa:Senegal:Kolda,0.0106212768942832,0.0101882684204824,2005,Senegal,0.0104889043829742,0.0196439371532724,0.0053185150875129
Africa:Senegal:Kolda,,,2006,,0.0107061125063393,0.0202907209131261,0.0050852662977011
Africa:Senegal:Kolda,,,2007,,0.0108504917263043,0.020682526621936,0.0051127066823852
Africa:Senegal:Kolda,,,2008,,0.0109629700679735,0.0207134130316556,0.0053349384385519
Africa:Senegal:Kolda,,,2009,,0.0110521292257605,0.0202617357893725,0.0057858574994636
Africa:Senegal:Kolda,0.0126029441169537,0.0072522493798325,2010,Senegal,0.0111041996820143,0.0191896881871959,0.0066106032152531
Africa:Senegal:Kolda,,,2011,,0.0119135556023731,0.0214967822136401,0.006999040534299
Africa:Senegal:Kolda,0.0,0.0,2012,Senegal,0.0127532366262738,0.0230614380997587,0.0078876288710887
Africa:Senegal:Kolda,,,2013,,0.0128113630049708,0.0241941006624216,0.0077015261710215
Africa:Senegal:Kolda,0.0,0.0,2014,Senegal,0.0129072509630242,0.0234888912286536,0.0079853877112381
Africa:Senegal:Kolda,0.0109595763759708,0.0114465636137636,2015,Senegal,0.0124657855307206,0.0224842360648722,0.0075678305583114
Africa:Senegal:Kolda,0.0,0.0,2016,Senegal,0.0125193465500253,0.022826622721362,0.0076452924483293
Africa:Senegal:Kolda,0.0,0.0,2017,Senegal,0.011866682174429,0.021015622324862,0.0071655180133135
Africa:Senegal:Kolda,0.0129059093085301,0.0128156252080783,2018,Senegal,0.0131294537485059,0.0238779178041167,0.008088183149614
Africa:Senegal:Kolda,0.0200895036156738,0.0187041103981425,2019,Senegal,0.0138681998054385,0.0266890728929483,0.0082402264095292
Africa:Senegal:Kolda,,,2020,,0.0137963981722311,0.0307183666361895,0.0073838054530038
Africa:Senegal:Kolda,,,2021,,0.0137624091347095,0.0343843015013444,0.006682451989084
Africa:Senegal:Kolda,,,2022,,0.0137405120341725,0.0378725241453484,0.0060979075668739
Africa:Senegal:Kolda,,,2023,,0.0137229025512024,0.0412642138490674,0.0056065306179671
Africa:Senegal:Kolda,,,2024,,0.0137112278799341,0.044621707366695,0.0051885734554248
Africa:Senegal:Kolda,,,2025,,0.0137026097147758,0.0479515718781037,0.0048243524933125
Africa:Senegal:Louga,,,1990,,0.0218467463809202,0.0624874063470171,0.0092628844068856
Africa:Senegal:Louga,,,1991,,0.0219781855157341,0.05671911556824,0.0099433075518971
Africa:Senegal:Louga,,,1992,,0.0221654899731254,0.0506381010477491,0.0107157181221149
Africa:Senegal:Louga,0.0,0.0,1993,Senegal,0.0225133321551015,0.0438331439075656,0.0115029879188787
Africa:Senegal:Louga,,,1994,,0.0204044527861244,0.0444335079232371,0.0101633366498804
Africa:Senegal:Louga,,,1995,,0.0186971306310898,0.0433027815535613,0.0088873398859601
Africa:Senegal:Louga,,,1996,,0.0172156348191018,0.0412298682352649,0.0077872713133681
Africa:Senegal:Louga,,,1997,,0.0158963480492721,0.0385638775481456,0.0068624909831499
Africa:Senegal:Louga,,,1998,,0.0147020010242379,0.0355280112264244,0.0060980388454303
Africa:Senegal:Louga,,,1999,,0.0136075060748555,0.0322617389883597,0.0054681454949485
Africa:Senegal:Louga,,,2000,,0.0125927124885627,0.0289680878962454,0.0049465987218386
Africa:Senegal:Louga,,,2001,,0.0116426968539104,0.0256959180860436,0.004527705080283
Africa:Senegal:Louga,,,2002,,0.0107462020339426,0.022588934021506,0.0041972413945286
Africa:Senegal:Louga,,,2003,,0.0098886695178014,0.0197875210284661,0.0039528446070945
Africa:Senegal:Louga,,,2004,,0.0090542334621607,0.0173436717246236,0.0038075311159807
Africa:Senegal:Louga,0.0,0.0,2005,Senegal,0.008205995479509,0.0153398379511928,0.0038147196643025
Africa:Senegal:Louga,,,2006,,0.0084052019462126,0.0158351073764559,0.0036294467681356
